method,metric,index,values
lvhba,axis,78,8.741964173316955
lvhba,axis,79,8.832477164268493
lvhba,axis,80,8.931683874130249
lvhba,axis,81,9.022679305076599
lvhba,axis,82,9.11008906364441
lvhba,axis,83,9.203226804733276
lvhba,axis,84,9.29580886363983
lvhba,axis,85,9.38247241973877
lvhba,axis,86,9.466046833992005
lvhba,axis,87,9.549759411811829
lvhba,axis,88,9.639831304550171
lvhba,axis,89,9.728863334655761
lvhba,axis,90,9.817329907417298
lvhba,axis,91,9.905495619773864
lvhba,axis,92,9.994442701339722
lvhba,axis,93,10.085389423370362
lvhba,axis,94,10.180986094474793
lvhba,axis,95,10.266085195541383
lvhba,axis,96,10.354262137413025
lvhba,axis,97,10.44134554862976
lvhba,axis,98,10.527949953079224
lvhba,axis,99,10.618390083312988
lvhba,axis,100,10.711222767829895
lvhba,axis,101,10.811341452598572
lvhba,axis,102,10.898211073875427
lvhba,axis,103,10.982387113571168
lvhba,axis,104,11.06985023021698
lvhba,axis,105,11.169255113601684
lvhba,axis,106,11.256083440780639
lvhba,axis,107,11.349037027359008
lvhba,axis,108,11.430687761306762
lvhba,axis,109,11.516947031021118
lvhba,axis,110,11.608154487609863
lvhba,axis,111,11.700048661231994
lvhba,axis,112,11.791326999664307
lvhba,axis,113,11.878225684165955
lvhba,axis,114,11.968110036849975
lvhba,axis,115,12.05415391921997
lvhba,axis,116,12.138595867156983
lvhba,axis,117,12.252681255340576
lvhba,axis,118,12.334956622123718
lvhba,axis,119,12.426825690269471
gam,val_loss,0,"[1867.27294921875, 2.42647123336792, 2.4254159927368164, 2.4243850708007812, 2.4233639240264893, 2.4223501682281494, 2.4213693141937256, 2.420367956161499, 2.4193742275238037, 2.4183900356292725, 2.417421579360962, 2.4164490699768066, 2.4154906272888184, 2.414555311203003, 2.4136104583740234, 2.412672996520996, 2.4117422103881836, 2.4108173847198486, 2.4098989963531494, 2.4089858531951904, 2.408078670501709, 2.4071781635284424, 2.406282663345337, 2.405393362045288, 2.4045069217681885, 2.403622627258301, 2.402743339538574, 2.4018726348876953, 2.401003837585449, 2.4001500606536865, 2.3992912769317627, 2.3984391689300537, 2.397585391998291, 2.3967390060424805, 2.3958981037139893, 2.3950603008270264, 2.3942267894744873, 2.3934006690979004, 2.3925740718841553, 2.3917505741119385, 2.390929937362671, 2.390113115310669, 2.3892996311187744, 2.3884880542755127, 2.3876793384552, 2.3868730068206787, 2.386068820953369, 2.3852670192718506, 2.384467840194702, 2.3836703300476074, 2.3828749656677246, 2.3820807933807373, 2.381289005279541, 2.3804986476898193, 2.3797101974487305, 2.378922462463379, 2.37813663482666, 2.3773515224456787, 2.376567840576172, 2.375784397125244, 2.375001907348633, 2.374220371246338, 2.3734395503997803, 2.3726587295532227, 2.371877908706665, 2.371098518371582, 2.370319366455078, 2.369539737701416, 2.368759870529175, 2.3679797649383545, 2.367199420928955, 2.366417407989502, 2.365635395050049, 2.3648521900177, 2.3640661239624023, 2.363281726837158, 2.362494707107544, 2.3617072105407715, 2.36091685295105, 2.360124111175537, 2.359325647354126, 2.3585240840911865, 2.3577184677124023, 2.356907606124878, 2.3560941219329834, 2.355276584625244, 2.3544552326202393, 2.3536300659179688, 2.352799892425537, 2.3519632816314697, 2.351123332977295, 2.3502790927886963, 2.349428653717041, 2.348572254180908, 2.3477067947387695, 2.346834897994995, 2.3459551334381104, 2.345066785812378, 2.344169855117798, 2.343259572982788, 2.342339277267456, 2.34140682220459, 2.340461492538452, 2.3395040035247803, 2.338533878326416, 2.337550640106201, 2.3365540504455566, 2.335542917251587, 2.334517002105713, 2.3334760665893555, 2.3324201107025146, 2.33134388923645, 2.3302531242370605, 2.329150676727295, 2.3280296325683594, 2.3268911838531494, 2.325740098953247, 2.324575901031494, 2.323399543762207, 2.3222084045410156]"
gam,val_loss,1,"[604.3200073242188, 2.3984215259552, 2.396852970123291, 2.395294189453125, 2.393744707107544, 2.3922038078308105, 2.39067006111145, 2.389143705368042, 2.3876235485076904, 2.386108875274658, 2.384598970413208, 2.3830959796905518, 2.38159441947937, 2.3800957202911377, 2.3785996437072754, 2.3771049976348877, 2.3756120204925537, 2.374119758605957, 2.3726274967193604, 2.3711347579956055, 2.369640827178955, 2.36814546585083, 2.366647243499756, 2.365145683288574, 2.363640546798706, 2.3621304035186768, 2.360614776611328, 2.3590927124023438, 2.3575634956359863, 2.356025457382202, 2.354477643966675, 2.352919101715088, 2.351348638534546, 2.349764108657837, 2.3481643199920654, 2.3465468883514404, 2.344910144805908, 2.3432514667510986, 2.3415682315826416, 2.3398571014404297, 2.3381147384643555, 2.336336851119995, 2.334519147872925, 2.332655906677246, 2.330742597579956, 2.3287694454193115, 2.326727867126465, 2.324608564376831, 2.322399854660034, 2.3200883865356445, 2.3176581859588623, 2.3150930404663086, 2.3123703002929688, 2.309469699859619, 2.306368112564087, 2.3030402660369873, 2.2994751930236816, 2.295658588409424, 2.2915914058685303, 2.2872989177703857, 2.2827961444854736, 2.2781732082366943, 2.2735092639923096, 2.2688589096069336, 2.264341115951538, 2.260030508041382, 2.255974531173706, 2.252192497253418, 2.248685836791992, 2.245441198348999, 2.242422103881836, 2.2396111488342285, 2.2369892597198486, 2.2345328330993652, 2.2322161197662354, 2.2300240993499756, 2.2279446125030518, 2.2259645462036133, 2.224074602127075, 2.222264051437378, 2.2205262184143066, 2.218852996826172, 2.2172398567199707, 2.2156803607940674, 2.214172840118408, 2.2127108573913574, 2.2112877368927, 2.209904670715332, 2.208557367324829, 2.2072458267211914, 2.2059619426727295, 2.204707145690918, 2.2034809589385986, 2.202282667160034, 2.2011115550994873, 2.199965476989746, 2.1988437175750732, 2.197744846343994, 2.1966681480407715, 2.195611000061035, 2.1945738792419434, 2.1935555934906006, 2.1925549507141113, 2.1915712356567383, 2.190603733062744, 2.1896519660949707, 2.1887147426605225, 2.1877918243408203, 2.1868820190429688, 2.1859850883483887, 2.185100555419922, 2.1842284202575684, 2.1833677291870117, 2.1825151443481445, 2.1816747188568115, 2.1808438301086426, 2.180022716522217, 2.1792101860046387, 2.17840576171875, 2.177609920501709]"
gam,val_loss,2,"[34932.47265625, 2.441704034805298, 2.441051721572876, 2.4404122829437256, 2.439784526824951, 2.4391682147979736, 2.4385626316070557, 2.43796706199646, 2.437380313873291, 2.436802864074707, 2.4362339973449707, 2.4356725215911865, 2.4351189136505127, 2.4345715045928955, 2.4340310096740723, 2.4334969520568848, 2.432968854904175, 2.4324467182159424, 2.4319307804107666, 2.4314143657684326, 2.4309120178222656, 2.4304089546203613, 2.4299068450927734, 2.42941951751709, 2.428926944732666, 2.4284396171569824, 2.427954912185669, 2.4274721145629883, 2.426996946334839, 2.4265317916870117, 2.426060914993286, 2.425595283508301, 2.4251294136047363, 2.4246630668640137, 2.4242000579833984, 2.4237406253814697, 2.423283815383911, 2.4228293895721436, 2.422368288040161, 2.421916961669922, 2.4214749336242676, 2.4210259914398193, 2.420579195022583, 2.420132875442505, 2.4196884632110596, 2.4192452430725098, 2.4188032150268555, 2.4183619022369385, 2.4179210662841797, 2.4174816608428955, 2.4170427322387695, 2.416605234146118, 2.416168451309204, 2.4157328605651855, 2.415297746658325, 2.4148635864257812, 2.4144303798675537, 2.4139976501464844, 2.4135658740997314, 2.413134813308716, 2.4127037525177, 2.412273645401001, 2.411843776702881, 2.411414861679077, 2.4109857082366943, 2.4105567932128906, 2.410128593444824, 2.409700393676758, 2.4092721939086914, 2.408846139907837, 2.408418655395508, 2.407991647720337, 2.407564401626587, 2.407137632369995, 2.4067108631134033, 2.4062840938568115, 2.4058573246002197, 2.405430793762207, 2.4050045013427734, 2.4045779705047607, 2.404151678085327, 2.4037246704101562, 2.4032981395721436, 2.4028701782226562, 2.4024434089660645, 2.402017116546631, 2.4015896320343018, 2.4011623859405518, 2.400733709335327, 2.40030574798584, 2.3998773097991943, 2.3994486331939697, 2.399019479751587, 2.398590326309204, 2.398160457611084, 2.3977303504943848, 2.397300958633423, 2.3968703746795654, 2.3964390754699707, 2.396005630493164, 2.395571708679199, 2.395137071609497, 2.3947014808654785, 2.394263982772827, 2.3938257694244385, 2.3933870792388916, 2.3929481506347656, 2.3925085067749023, 2.3920681476593018, 2.391627073287964, 2.391185760498047, 2.3907432556152344, 2.390300989151001, 2.389857292175293, 2.3894124031066895, 2.388967990875244, 2.3885223865509033, 2.388075828552246, 2.3876280784606934, 2.3871800899505615]"
gam,val_loss,3,"[48.80910873413086, 2.4495410919189453, 2.448969602584839, 2.4484024047851562, 2.4478394985198975, 2.4472811222076416, 2.4467265605926514, 2.4461758136749268, 2.445629119873047, 2.4450862407684326, 2.444547414779663, 2.444011926651001, 2.4434800148010254, 2.4429519176483154, 2.4424264430999756, 2.4419050216674805, 2.441387176513672, 2.4408721923828125, 2.4403610229492188, 2.439852714538574, 2.439347982406616, 2.4388458728790283, 2.438347101211548, 2.4378509521484375, 2.4373579025268555, 2.4368679523468018, 2.436380624771118, 2.435896158218384, 2.4354145526885986, 2.4349358081817627, 2.4344592094421387, 2.433985710144043, 2.433514356613159, 2.4330461025238037, 2.43257999420166, 2.4321165084838867, 2.4316554069519043, 2.431196689605713, 2.4307401180267334, 2.430286169052124, 2.4298343658447266, 2.42938494682312, 2.4289376735687256, 2.428492546081543, 2.428049325942993, 2.4276084899902344, 2.4271700382232666, 2.4267334938049316, 2.4262990951538086, 2.4258663654327393, 2.425436019897461, 2.4250075817108154, 2.4245810508728027, 2.424156427383423, 2.4237334728240967, 2.4233129024505615, 2.422894239425659, 2.4224767684936523, 2.4220616817474365, 2.4216480255126953, 2.421236515045166, 2.4208266735076904, 2.4204185009002686, 2.4200117588043213, 2.419606924057007, 2.419208526611328, 2.4188072681427, 2.418407440185547, 2.4180092811584473, 2.417611837387085, 2.4172163009643555, 2.4168217182159424, 2.416429042816162, 2.4160377979278564, 2.4156477451324463, 2.415260076522827, 2.4148733615875244, 2.414487838745117, 2.4141042232513428, 2.413721799850464, 2.4133410453796387, 2.41296124458313, 2.412583112716675, 2.412205934524536, 2.411830186843872, 2.4114551544189453, 2.411083936691284, 2.410712957382202, 2.4103426933288574, 2.409973621368408, 2.4096062183380127, 2.4092414379119873, 2.408876657485962, 2.408512830734253, 2.4081506729125977, 2.4077889919281006, 2.407428741455078, 2.407069683074951, 2.4067115783691406, 2.406355381011963, 2.4059998989105225, 2.4056456089019775, 2.405292272567749, 2.404940128326416, 2.4045896530151367, 2.4042398929595947, 2.403891086578369, 2.403542995452881, 2.403196096420288, 2.40285062789917, 2.40250563621521, 2.4021613597869873, 2.4018208980560303, 2.4014809131622314, 2.4011361598968506, 2.400794267654419, 2.4004552364349365, 2.4001169204711914, 2.3997795581817627, 2.399442672729492]"
gam,val_loss,4,"[222.99383544921875, 2.4443068504333496, 2.442265033721924, 2.440260410308838, 2.438290596008301, 2.43633770942688, 2.434431314468384, 2.432553291320801, 2.43070125579834, 2.4288740158081055, 2.427069902420044, 2.4252867698669434, 2.42352294921875, 2.4217770099639893, 2.4200477600097656, 2.4183337688446045, 2.416633367538452, 2.414945125579834, 2.4132676124572754, 2.411600351333618, 2.4099416732788086, 2.408290147781372, 2.4066455364227295, 2.4050052165985107, 2.4033689498901367, 2.4017350673675537, 2.4001028537750244, 2.398470401763916, 2.396836996078491, 2.3952012062072754, 2.3935623168945312, 2.391918182373047, 2.390268564224243, 2.3886115550994873, 2.386946678161621, 2.3852720260620117, 2.3835866451263428, 2.381889820098877, 2.380180835723877, 2.3784584999084473, 2.3767197132110596, 2.3749659061431885, 2.373197317123413, 2.3714146614074707, 2.3696184158325195, 2.367809772491455, 2.3659894466400146, 2.364159345626831, 2.3623223304748535, 2.360480546951294, 2.358640432357788, 2.356801748275757, 2.354966878890991, 2.3531455993652344, 2.3513338565826416, 2.3495452404022217, 2.3477888107299805, 2.346054792404175, 2.3443586826324463, 2.3426926136016846, 2.3410632610321045, 2.339477300643921, 2.337928533554077, 2.336416006088257, 2.3349430561065674, 2.333510160446167, 2.3321139812469482, 2.3307547569274902, 2.329427719116211, 2.328136444091797, 2.3268773555755615, 2.325648784637451, 2.3244473934173584, 2.3232743740081787, 2.322129249572754, 2.3210086822509766, 2.3199093341827393, 2.318828821182251, 2.3177692890167236, 2.3167288303375244, 2.3157050609588623, 2.314692258834839, 2.3136916160583496, 2.3127033710479736, 2.3117287158966064, 2.3107666969299316, 2.3098161220550537, 2.3088765144348145, 2.3079426288604736, 2.3070173263549805, 2.306098699569702, 2.305187463760376, 2.3042848110198975, 2.3033885955810547, 2.302499771118164, 2.301616907119751, 2.3007402420043945, 2.299868583679199, 2.299001693725586, 2.2981390953063965, 2.2972805500030518, 2.2964258193969727, 2.2955710887908936, 2.2947192192077637, 2.2938690185546875, 2.2930192947387695, 2.292170524597168, 2.2913246154785156, 2.290477991104126, 2.2896337509155273, 2.288790702819824, 2.287947177886963, 2.2871041297912598, 2.286257028579712, 2.2854132652282715, 2.284569025039673, 2.283723831176758, 2.282877206802368, 2.282029151916504, 2.281181812286377]"
gam,val_loss,5,"[1065.1912841796875, 2.3828530311584473, 2.3814773559570312, 2.3801302909851074, 2.3788094520568848, 2.3775126934051514, 2.3762381076812744, 2.3749842643737793, 2.373750925064087, 2.372534990310669, 2.3713364601135254, 2.3701536655426025, 2.368985891342163, 2.3678338527679443, 2.366694211959839, 2.365565299987793, 2.364447832107544, 2.3633410930633545, 2.362244129180908, 2.3611562252044678, 2.360076904296875, 2.3590052127838135, 2.3579423427581787, 2.356886863708496, 2.3558385372161865, 2.3547966480255127, 2.3537607192993164, 2.3527309894561768, 2.3517065048217773, 2.3506877422332764, 2.349672794342041, 2.3486626148223877, 2.34765625, 2.346653699874878, 2.3456547260284424, 2.3446590900421143, 2.343665838241577, 2.3426754474639893, 2.3416872024536133, 2.3407015800476074, 2.3397178649902344, 2.3387365341186523, 2.3377573490142822, 2.3367793560028076, 2.3358023166656494, 2.3348264694213867, 2.3338513374328613, 2.332876682281494, 2.3319027423858643, 2.3309285640716553, 2.3299548625946045, 2.3289806842803955, 2.3280069828033447, 2.327033281326294, 2.3260514736175537, 2.325075387954712, 2.3240981101989746, 2.3231194019317627, 2.3221466541290283, 2.321164846420288, 2.320181131362915, 2.319195508956909, 2.3182082176208496, 2.3172147274017334, 2.316223621368408, 2.315229892730713, 2.3142335414886475, 2.313234567642212, 2.312230110168457, 2.311222553253174, 2.3102118968963623, 2.309196949005127, 2.308177947998047, 2.3071556091308594, 2.306129217147827, 2.305100202560425, 2.3040671348571777, 2.303030014038086, 2.301990270614624, 2.3009469509124756, 2.299900531768799, 2.2988383769989014, 2.2977681159973145, 2.2967002391815186, 2.29561710357666, 2.294539213180542, 2.2934587001800537, 2.292379379272461, 2.291309118270874, 2.2902348041534424, 2.289144277572632, 2.2880654335021973, 2.2869887351989746, 2.2859151363372803, 2.2848453521728516, 2.2837793827056885, 2.282717227935791, 2.2816569805145264, 2.2806057929992676, 2.279555559158325, 2.2785096168518066, 2.277470350265503, 2.2764387130737305, 2.2754135131835938, 2.274395704269409, 2.2733874320983887, 2.2723886966705322, 2.2713987827301025, 2.270418405532837, 2.2694458961486816, 2.2684826850891113, 2.267528772354126, 2.2665855884552, 2.26564884185791, 2.264719247817993, 2.263798713684082, 2.2628848552703857, 2.2619788646698, 2.2610814571380615, 2.2601916790008545]"
gam,val_loss,6,"[2266.268310546875, 2.416607141494751, 2.415717124938965, 2.4148318767547607, 2.413951873779297, 2.413076162338257, 2.412205457687378, 2.4113388061523438, 2.4104762077331543, 2.409618377685547, 2.408764123916626, 2.40791392326355, 2.40706729888916, 2.406224250793457, 2.4053854942321777, 2.4045498371124268, 2.403717517852783, 2.402888059616089, 2.402062177658081, 2.4012391567230225, 2.400419235229492, 2.399602174758911, 2.3987877368927, 2.3979759216308594, 2.397167205810547, 2.396360397338867, 2.3955562114715576, 2.394753932952881, 2.393954277038574, 2.3931570053100586, 2.3923614025115967, 2.3915677070617676, 2.3907761573791504, 2.389986276626587, 2.3891983032226562, 2.3884117603302, 2.387626886367798, 2.38684344291687, 2.386061429977417, 2.3852808475494385, 2.3845012187957764, 2.383723258972168, 2.382946014404297, 2.382169723510742, 2.381394624710083, 2.380620241165161, 2.3798465728759766, 2.3790736198425293, 2.3783013820648193, 2.3775296211242676, 2.376758575439453, 2.3759877681732178, 2.3752171993255615, 2.3744471073150635, 2.3736767768859863, 2.37290620803833, 2.372136116027832, 2.371366024017334, 2.3705952167510986, 2.3698246479034424, 2.369053602218628, 2.368281602859497, 2.3675098419189453, 2.366737127304077, 2.3659632205963135, 2.36518931388855, 2.3644137382507324, 2.363638162612915, 2.3628602027893066, 2.3620808124542236, 2.361299991607666, 2.360517978668213, 2.359734296798706, 2.35895037651062, 2.358163356781006, 2.3573739528656006, 2.356580972671509, 2.355788469314575, 2.354992628097534, 2.354193925857544, 2.3533921241760254, 2.3525876998901367, 2.3517796993255615, 2.3509681224823, 2.3501551151275635, 2.349336862564087, 2.3485147953033447, 2.3476881980895996, 2.346853494644165, 2.3460121154785156, 2.345163345336914, 2.344308376312256, 2.3434484004974365, 2.3425824642181396, 2.3417105674743652, 2.340832471847534, 2.339947462081909, 2.3390555381774902, 2.338156223297119, 2.337249279022217, 2.3363335132598877, 2.3354098796844482, 2.334475517272949, 2.33353328704834, 2.3325819969177246, 2.331620693206787, 2.330648899078369, 2.329667568206787, 2.328674793243408, 2.3276708126068115, 2.3266565799713135, 2.325631856918335, 2.324594497680664, 2.3235456943511963, 2.322488307952881, 2.3214190006256104, 2.320340394973755, 2.3192524909973145, 2.31815505027771, 2.3170523643493652]"
gam,val_loss,7,"[111.26798248291016, 2.397947072982788, 2.3959648609161377, 2.394007682800293, 2.3920743465423584, 2.390164375305176, 2.3882758617401123, 2.386408805847168, 2.3845622539520264, 2.38273549079895, 2.380927562713623, 2.379138469696045, 2.377366781234741, 2.3756120204925537, 2.3738741874694824, 2.3721518516540527, 2.3704450130462646, 2.368752956390381, 2.3670759201049805, 2.365412712097168, 2.3637638092041016, 2.3621277809143066, 2.3605034351348877, 2.358891248703003, 2.357290267944336, 2.355701208114624, 2.3541221618652344, 2.3525540828704834, 2.350996494293213, 2.3494489192962646, 2.3479108810424805, 2.3463830947875977, 2.344860792160034, 2.3433499336242676, 2.341848134994507, 2.3403549194335938, 2.338869333267212, 2.3373911380767822, 2.3359270095825195, 2.3344671726226807, 2.3330113887786865, 2.331563711166382, 2.33012318611145, 2.3286967277526855, 2.327268362045288, 2.3258473873138428, 2.3244340419769287, 2.3230271339416504, 2.321627140045166, 2.3202340602874756, 2.3188469409942627, 2.3174657821655273, 2.3160908222198486, 2.3147215843200684, 2.3133580684661865, 2.3119990825653076, 2.310638904571533, 2.3092899322509766, 2.30794620513916, 2.3066065311431885, 2.305271863937378, 2.3039450645446777, 2.302616834640503, 2.3012912273406982, 2.2999703884124756, 2.2986557483673096, 2.2973477840423584, 2.296043872833252, 2.2947440147399902, 2.293447971343994, 2.2921559810638428, 2.290867567062378, 2.2895822525024414, 2.2883002758026123, 2.2870213985443115, 2.285750150680542, 2.2844772338867188, 2.283207654953003, 2.2819435596466064, 2.2806806564331055, 2.2794206142425537, 2.278163433074951, 2.276909112930298, 2.2756576538085938, 2.2744088172912598, 2.2731621265411377, 2.2719178199768066, 2.2706785202026367, 2.269437313079834, 2.2681963443756104, 2.2669575214385986, 2.2657246589660645, 2.2644872665405273, 2.263258695602417, 2.262028932571411, 2.2608039379119873, 2.259577751159668, 2.258352756500244, 2.257122039794922, 2.255887746810913, 2.2546539306640625, 2.2534213066101074, 2.2521889209747314, 2.250957489013672, 2.2497270107269287, 2.2484970092773438, 2.247267246246338, 2.2460334300994873, 2.2447969913482666, 2.2435591220855713, 2.242321252822876, 2.2410833835601807, 2.2398457527160645, 2.23860764503479, 2.2373692989349365, 2.236130475997925, 2.234891653060913, 2.2336511611938477, 2.232410430908203, 2.231168508529663]"
gam,val_loss,8,"[211.5383758544922, 2.348421335220337, 2.3466410636901855, 2.344886064529419, 2.3431272506713867, 2.341379165649414, 2.3396408557891846, 2.337912082672119, 2.3361921310424805, 2.334480047225952, 2.332775354385376, 2.331078290939331, 2.3293888568878174, 2.3277053833007812, 2.3260271549224854, 2.324354410171509, 2.3226866722106934, 2.3210232257843018, 2.319363832473755, 2.317708730697632, 2.316056489944458, 2.3144075870513916, 2.3127615451812744, 2.311117649078369, 2.3094751834869385, 2.3078343868255615, 2.306195020675659, 2.304556131362915, 2.302917242050171, 2.3012783527374268, 2.2996387481689453, 2.2979979515075684, 2.296355724334717, 2.2947115898132324, 2.293064594268799, 2.291414737701416, 2.289761781692505, 2.288104295730591, 2.286442518234253, 2.284775495529175, 2.283102512359619, 2.2814230918884277, 2.279736280441284, 2.2780420780181885, 2.276338815689087, 2.2746262550354004, 2.2729036808013916, 2.2711689472198486, 2.269420862197876, 2.267660140991211, 2.265885829925537, 2.2640905380249023, 2.262279748916626, 2.260448932647705, 2.258603096008301, 2.2567334175109863, 2.2548394203186035, 2.252917766571045, 2.250966787338257, 2.2489843368530273, 2.2469706535339355, 2.244912624359131, 2.2428224086761475, 2.2406833171844482, 2.238496780395508, 2.2362449169158936, 2.233924627304077, 2.23154354095459, 2.229095458984375, 2.2265686988830566, 2.2239601612091064, 2.221266269683838, 2.218486785888672, 2.2156171798706055, 2.212656259536743, 2.209602117538452, 2.206456184387207, 2.20322322845459, 2.1999101638793945, 2.1965062618255615, 2.1930341720581055, 2.1895217895507812, 2.185987710952759, 2.1824474334716797, 2.17887282371521, 2.1753320693969727, 2.171839714050293, 2.168374538421631, 2.164984941482544, 2.1616532802581787, 2.1584041118621826, 2.1552422046661377, 2.1521522998809814, 2.1491427421569824, 2.1462159156799316, 2.143364667892456, 2.1405911445617676, 2.137880325317383, 2.135244846343994, 2.1326851844787598, 2.130180597305298, 2.127732038497925, 2.1253440380096436, 2.1230101585388184, 2.120727300643921, 2.1184866428375244, 2.1162893772125244, 2.114138126373291, 2.1120333671569824, 2.1099722385406494, 2.1079506874084473, 2.105968952178955, 2.1040241718292236, 2.102118968963623, 2.1002485752105713, 2.0984134674072266, 2.096611976623535, 2.094841718673706, 2.0931036472320557, 2.0913946628570557]"
gam,val_loss,9,"[2553.372802734375, 2.440157413482666, 2.4378418922424316, 2.4356000423431396, 2.4334332942962646, 2.431326389312744, 2.429281711578369, 2.427295446395874, 2.425363540649414, 2.423483371734619, 2.421651601791382, 2.419865608215332, 2.4181220531463623, 2.4164187908172607, 2.4147534370422363, 2.413123607635498, 2.411526679992676, 2.4099607467651367, 2.4084243774414062, 2.4069151878356934, 2.4054312705993652, 2.4039714336395264, 2.402534246444702, 2.4011178016662598, 2.3997209072113037, 2.3983423709869385, 2.3969807624816895, 2.395634651184082, 2.394303560256958, 2.392986297607422, 2.391681671142578, 2.390387773513794, 2.389105796813965, 2.387833833694458, 2.3865714073181152, 2.385317325592041, 2.3840713500976562, 2.3828322887420654, 2.381599187850952, 2.3803722858428955, 2.379150390625, 2.3779330253601074, 2.3767194747924805, 2.375509262084961, 2.3743016719818115, 2.3730967044830322, 2.3718934059143066, 2.3706912994384766, 2.369490146636963, 2.368288993835449, 2.3670873641967773, 2.3658852577209473, 2.3646819591522217, 2.3634767532348633, 2.362269401550293, 2.3610594272613525, 2.3598458766937256, 2.358628511428833, 2.3574070930480957, 2.356180191040039, 2.354948043823242, 2.3537092208862305, 2.352463722229004, 2.351210832595825, 2.349950075149536, 2.3486807346343994, 2.3474018573760986, 2.3461127281188965, 2.3448121547698975, 2.3434996604919434, 2.342174768447876, 2.3408355712890625, 2.3394813537597656, 2.338111400604248, 2.3367233276367188, 2.335317373275757, 2.3338935375213623, 2.3324480056762695, 2.330972194671631, 2.3294670581817627, 2.3279354572296143, 2.3263773918151855, 2.3247921466827393, 2.3231778144836426, 2.3215341567993164, 2.3198609352111816, 2.3181562423706055, 2.3164217472076416, 2.314655065536499, 2.3128607273101807, 2.3110389709472656, 2.309189796447754, 2.3073182106018066, 2.305428981781006, 2.303523063659668, 2.301586389541626, 2.299640655517578, 2.297675371170044, 2.295708179473877, 2.2937541007995605, 2.291818141937256, 2.289904832839966, 2.288017511367798, 2.2861576080322266, 2.2843358516693115, 2.2825474739074707, 2.280794382095337, 2.2790751457214355, 2.2773916721343994, 2.2757415771484375, 2.2741243839263916, 2.27253794670105, 2.270982503890991, 2.2694551944732666, 2.2679553031921387, 2.2664811611175537, 2.2650306224823, 2.2635977268218994, 2.2621822357177734, 2.2607858180999756]"
gam,test_loss,0,"[39.29315948486328, 2.345050811767578, 2.344141960144043, 2.3432557582855225, 2.3423776626586914, 2.3415040969848633, 2.3406636714935303, 2.3397982120513916, 2.3389384746551514, 2.338085889816284, 2.3372485637664795, 2.33640456199646, 2.335573673248291, 2.3347649574279785, 2.333944082260132, 2.3331291675567627, 2.3323190212249756, 2.3315141201019287, 2.330713987350464, 2.3299176692962646, 2.3291261196136475, 2.3283402919769287, 2.3275580406188965, 2.326781749725342, 2.3260064125061035, 2.3252320289611816, 2.3244619369506836, 2.323700189590454, 2.322939157485962, 2.322192907333374, 2.3214409351348877, 2.3206939697265625, 2.3199453353881836, 2.3192036151885986, 2.3184666633605957, 2.3177330493927, 2.317002534866333, 2.316279888153076, 2.3155555725097656, 2.3148341178894043, 2.3141157627105713, 2.3134007453918457, 2.3126890659332275, 2.3119795322418213, 2.311272382736206, 2.310567855834961, 2.3098652362823486, 2.3091652393341064, 2.3084678649902344, 2.3077728748321533, 2.307079792022705, 2.3063883781433105, 2.305699586868286, 2.3050122261047363, 2.3043274879455566, 2.3036444187164307, 2.3029630184173584, 2.302283525466919, 2.301605463027954, 2.300929069519043, 2.3002541065216064, 2.2995808124542236, 2.298908233642578, 2.298238515853882, 2.2975680828094482, 2.2969002723693848, 2.2962348461151123, 2.295569658279419, 2.294905424118042, 2.2942419052124023, 2.2935800552368164, 2.2929177284240723, 2.292257070541382, 2.2915966510772705, 2.290935516357422, 2.2902774810791016, 2.289618492126465, 2.2889621257781982, 2.288303852081299, 2.2876462936401367, 2.2869839668273926, 2.286320924758911, 2.2856554985046387, 2.284987688064575, 2.2843198776245117, 2.283651828765869, 2.28298282623291, 2.282313823699951, 2.2816436290740967, 2.280970573425293, 2.2802982330322266, 2.2796268463134766, 2.2789528369903564, 2.278278350830078, 2.2776002883911133, 2.2769205570220947, 2.2762391567230225, 2.275554895401001, 2.274869203567505, 2.2741761207580566, 2.2734804153442383, 2.272780179977417, 2.272073984146118, 2.27136492729187, 2.2706525325775146, 2.2699363231658936, 2.269217014312744, 2.268493413925171, 2.2677664756774902, 2.267035722732544, 2.2663016319274902, 2.2655599117279053, 2.2648165225982666, 2.264073610305786, 2.26332426071167, 2.2625701427459717, 2.2618162631988525, 2.2610602378845215, 2.2603025436401367, 2.2595407962799072]"
